"","ISO","OfficialName","Year","Source","Numberoftotalbirths22","NumberofallLBs23","NumberofbabieswithGA","Pretermlt37weeks","Preterm32tolt37weeks","Preterm28tolt32weeks","Preterm24tolt28weeks","Preterm22tolt24weeks","Pretermlt22weeks","Pretermlt32weeks","Pretermlt28weeks","Pretermlt25weeks","MissingGA","Reportedpretermrate","denominatorUsed","pretermRCalculated","calculatedPretermRate","FullcitationSource","sourceSubType","logitPreterm","logitPretermSe","modellingRegionName","modellingRegionIndex","facility_birth","coverageOfWPPLBs","Pretermlt28weeksprop","Pretermlt32weeksprop","DQC","methodGAGroup","dataType"
"163","COL","Colombia",2016,"Admin",696140,647521,645366,130092,NA,NA,NA,NA,NA,NA,2610,NA,2155,NA,"LBwithGA",1,20.1578639097814,"NACIMIENTOS POR TIEMPO DE GESTACIÓN
SEGÚN DEPARTAMENTO, MUNICIPIO Y ÁREA DE RESIDENCIA DE LA MADRE
AÑO 2016DEPARTMENTO ADMINISTRATIVO NACIONAL DE ESTDISTICAhttps://www.dane.gov.co/index.php/estadisticas-por-tema/salud/nacimientos-y-defunciones/nacimientos","2",-1.37645690554905,0.00310283463822605,"Latin America and the Caribbean",5,97.8367462158203,88.6329074072807,0.0200627248408818,0.0200627248408818,"B",2,0
"164","COL","Colombia",2017,"Admin",701192,656704,654662,132477,NA,NA,NA,NA,NA,NA,2553,NA,2042,NA,"LBwithGA",1,20.2359385453868,"NACIMIENTOS POR TIEMPO DE GESTACIÓN
SEGÚN DEPARTAMENTO, MUNICIPIO Y ÁREA DE RESIDENCIA DE LA MADRE
AÑO 2017DEPARTMENTO ADMINISTRATIVO NACIONAL DE ESTDISTICAhttps://www.dane.gov.co/index.php/estadisticas-por-tema/salud/nacimientos-y-defunciones/nacimientos","2",-1.37161288577288,0.00307628188360197,"Latin America and the Caribbean",5,98.3477935791016,90.4540996793424,0.0192712697298399,0.0192712697298399,"B",2,0
"165","COL","Colombia",2018,"Admin",690213,649115,644048,133006,NA,NA,NA,NA,NA,NA,2519,NA,5067,NA,"LBwithGA",1,20.6515663428813,"NACIMIENTOS POR TIEMPO DE GESTACIÓN
SEGÚN DEPARTAMENTO, MUNICIPIO Y ÁREA DE RESIDENCIA DE LA MADRE
AÑO 2019DEPARTMENTO ADMINISTRATIVO NACIONAL DE ESTDISTICAhttps://www.dane.gov.co/index.php/estadisticas-por-tema/salud/nacimientos-y-defunciones/nacimientos","2",-1.34605753862081,0.00307818845176942,"Latin America and the Caribbean",5,98.7074432373047,89.2071589461402,0.0189389952332977,0.0189389952332977,"B",2,0
"166","COL","Colombia",2019,"Admin",680535,642660,638664,136505,NA,NA,NA,NA,NA,NA,2331,NA,3996,NA,"LBwithGA",1,21.3735234802651,"NACIMIENTOS POR TIEMPO DE GESTACIÓN
SEGÚN DEPARTAMENTO, MUNICIPIO Y ÁREA DE RESIDENCIA DE LA MADRE
AÑO 2019DEPARTMENTO ADMINISTRATIVO NACIONAL DE ESTDISTICAhttps://www.dane.gov.co/index.php/estadisticas-por-tema/salud/nacimientos-y-defunciones/nacimientos","2",-1.30255555861935,0.00305239907512779,"Latin America and the Caribbean",5,98.918571472168,87.5630160503583,0.0170762975715175,0.0170762975715175,"B",2,0
"167","COL","Colombia",2020,"Admin",NA,629402,620878,60317,NA,NA,NA,NA,NA,NA,2268,NA,8524,NA,"LBwithGA",1,9.71479098953418,"NACIMIENTOS POR TIEMPO DE GESTACIÓN
SEGÚN DEPARTAMENTO, MUNICIPIO Y ÁREA DE RESIDENCIA DE LA MADRE
AÑO 2019 CUADRO 8DEPARTMENTO ADMINISTRATIVO NACIONAL DE ESTDISTICAhttps://www.dane.gov.co/index.php/estadisticas-por-tema/salud/nacimientos-y-defunciones/nacimientos","2",-2.22932408027617,0.00428520723721612,"Latin America and the Caribbean",5,99.0117111206055,85.8090964987982,0.0376013395891706,0.0376013395891706,"B",2,0
"168","CUB","Cuba",2010,"Admin",NA,127746,127746,7433,6442,815,124,18,34,991,176,NA,0,5.81857748970614,"LBwithGA",1,5.81857748970614,"Live birth: Anuarios Demográficos. Oficina Nacional de Estadísticas e Información & Anuarios Estadisticos de Salud. Dirección de Registros Médicos y Estadísticas de Salud.  ---- Preterm: Sistema de Información Estadística de Demografía. Oficina Nacional de Estadísticas e Información","1",-2.78416713457447,0.011951854865232,"Latin America and the Caribbean",5,99.9000015258789,98.9749668781814,0.023678191847168,0.13332436432127,"B",2,0
"169","CUB","Cuba",2011,"Admin",NA,133067,133067,7711,6707,815,139,13,37,1004,189,NA,0,5.79482516326362,"LBwithGA",1,5.79482516326362,"Live birth: Anuarios Demográficos. Oficina Nacional de Estadísticas e Información & Anuarios Estadisticos de Salud. Dirección de Registros Médicos y Estadísticas de Salud.  ---- Preterm: Sistema de Información Estadística de Demografía. Oficina Nacional de Estadísticas e Información","1",-2.78850980858321,0.0117329513116145,"Latin America and the Caribbean",5,99.84375,100.009018826801,0.024510439631695,0.130203605239269,"B",2,0
"170","CUB","Cuba",2012,"Admin",NA,125674,125674,7489,6493,861,88,23,24,996,135,NA,0,5.95906870156118,"LBwithGA",1,5.95906870156118,"Live birth: Anuarios Demográficos. Oficina Nacional de Estadísticas e Información & Anuarios Estadisticos de Salud. Dirección de Registros Médicos y Estadísticas de Salud.  ---- Preterm: Sistema de Información Estadística de Demografía. Oficina Nacional de Estadísticas e Información","1",-2.75881591609853,0.0119159761153673,"Latin America and the Caribbean",5,99.7874984741211,99.2348570390783,0.0180264387768727,0.132995059420483,"B",2,0
"171","CUB","Cuba",2013,"Admin",NA,125880,125880,7507,6628,770,90,9,10,879,109,NA,0,5.9636161423578,"LBwithGA",1,5.9636161423578,"Live birth: Anuarios Demográficos. Oficina Nacional de Estadísticas e Información & Anuarios Estadisticos de Salud. Dirección de Registros Médicos y Estadísticas de Salud.  ---- Preterm: Sistema de Información Estadística de Demografía. Oficina Nacional de Estadísticas e Información","1",-2.7580047373133,0.0119019694728254,"Latin America and the Caribbean",5,99.7312545776367,99.8984191479906,0.0145197815372319,0.117090715332356,"B",2,0
"172","CUB","Cuba",2014,"Admin",NA,122643,122643,7414,6575,723,91,8,17,839,116,NA,0,6.04518806617581,"LBwithGA",1,6.04518806617581,"Live birth: Anuarios Demográficos. Oficina Nacional de Estadísticas e Información & Anuarios Estadisticos de Salud. Dirección de Registros Médicos y Estadísticas de Salud.  ---- Preterm: Sistema de Información Estadística de Demografía. Oficina Nacional de Estadísticas e Información","1",-2.74355134796414,0.0119815828559765,"Latin America and the Caribbean",5,99.6750030517578,99.6020563130923,0.015646074993256,0.113164283787429,"B",2,0
"173","CUB","Cuba",2015,"Admin",NA,125064,125064,7239,6511,648,55,14,11,728,80,NA,0,5.78823642295145,"LBwithGA",1,5.78823642295145,"Live birth: Anuarios Demográficos. Oficina Nacional de Estadísticas e Información & Anuarios Estadisticos de Salud. Dirección de Registros Médicos y Estadísticas de Salud.  ---- Preterm: Sistema de Información Estadística de Demografía. Oficina Nacional de Estadísticas e Información","1",-2.78971739749879,0.0121089962558488,"Latin America and the Caribbean",5,99.7312545776367,100.446557650914,0.0110512501726758,0.10056637657135,"B",2,0
"174","CUB","Cuba",2016,"Admin",NA,116872,116872,6969,6213,666,77,6,7,756,90,NA,0,5.96293380792662,"LBwithGA",1,5.96293380792662,"Live birth: Anuarios Demográficos. Oficina Nacional de Estadísticas e Información & Anuarios Estadisticos de Salud. Dirección de Registros Médicos y Estadísticas de Salud.  ---- Preterm: Sistema de Información Estadística de Demografía. Oficina Nacional de Estadísticas e Información","1",-2.75812641612384,0.0123527949398415,"Latin America and the Caribbean",5,99.78125,99.5036396917969,0.012914334911752,0.108480413258717,"B",2,0
"175","CUB","Cuba",2017,"Admin",NA,114971,114971,6727,6011,629,61,14,12,716,87,NA,0,5.8510406972193,"LBwithGA",1,5.8510406972193,"Live birth: Anuarios Demográficos. Oficina Nacional de Estadísticas e Información & Anuarios Estadisticos de Salud. Dirección de Registros Médicos y Estadísticas de Salud.  ---- Preterm: Sistema de Información Estadística de Demografía. Oficina Nacional de Estadísticas e Información","1",-2.77825865905125,0.0125655506260824,"Latin America and the Caribbean",5,99.8267135620117,99.5463007056583,0.0129329567414895,0.106436747435707,"B",2,0
"176","CUB","Cuba",2018,"Admin",NA,116333,116333,6881,6177,614,67,12,11,704,90,NA,0,5.91491666165233,"LBwithGA",1,5.91491666165233,"Live birth: Anuarios Demográficos. Oficina Nacional de Estadísticas e Información & Anuarios Estadisticos de Salud. Dirección de Registros Médicos y Estadísticas de Salud.  ---- Preterm: Sistema de Información Estadística de Demografía. Oficina Nacional de Estadísticas e Información","1",-2.76672210676568,0.0124283602737709,"Latin America and the Caribbean",5,99.869270324707,99.1680092746507,0.0130794942595553,0.102310710652521,"B",2,0
"177","CUB","Cuba",2019,"Admin",NA,109716,109716,6514,5779,643,69,14,9,735,92,NA,0,5.93714681541434,"LBwithGA",1,5.93714681541434,"Live birth: Anuarios Demográficos. Oficina Nacional de Estadísticas e Información & Anuarios Estadisticos de Salud. Dirección de Registros Médicos y Estadísticas de Salud.  ---- Preterm: Sistema de Información Estadística de Demografía. Oficina Nacional de Estadísticas e Información","1",-2.7627345258506,0.0127751806155951,"Latin America and the Caribbean",5,99.8526153564453,99.3768341726749,0.0141234264660731,0.112833896223519,"B",2,0
"178","CUB","Cuba",2020,"Admin",NA,105038,105038,6473,5772,600,78,16,7,701,101,NA,0,6.1625316552105,"LBwithGA",1,6.1625316552105,"Live birth: Anuarios Demográficos. Oficina Nacional de Estadísticas e Información & Anuarios Estadisticos de Salud. Dirección de Registros Médicos y Estadísticas de Salud.  ---- Preterm: Sistema de Información Estadística de Demografía. Oficina Nacional de Estadísticas e Información","1",-2.72307654945457,0.0128309571703395,"Latin America and the Caribbean",5,99.8438568115234,99.4527344341766,0.0156032751429013,0.108295998764097,"B",2,0
"179","CZE","Czechia",2010,"Admin",NA,116399,115390,9397,7821,971,NA,NA,NA,NA,381,NA,1009,NA,"LBwithGA",1,8.14368662795736,"Demographic Yearbook of the Czech Republic 20010Czech Statistical Office","1",-2.4229825647947,0.0107634347157356,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.7375030517578,99.9802442837264,0.0405448547408747,0.143875705012238,"A",1,0
"180","CZE","Czechia",2011,"Admin",NA,107906,107283,8987,7397,860,NA,NA,NA,NA,384,NA,623,NA,"LBwithGA",1,8.37690966881985,"Demographic Yearbook of the Czech Republic 2011Czech Statistical Office","1",-2.39220424588903,0.0110202173775911,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.7874984741211,98.9954220603481,0.0427283854456437,0.13842216534995,"A",1,0
"181","CZE","Czechia",2012,"Admin",NA,107156,106379,8980,7558,975,NA,NA,NA,NA,379,NA,777,NA,"LBwithGA",1,8.44151571268765,"Demographic Yearbook of the Czech Republic 2012Czech Statistical Office","1",-2.38381606134122,0.0110284006307868,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.8187484741211,98.8560463485737,0.0422048997772829,0.150779510022272,"A",1,0
"182","CZE","Czechia",2013,"Admin",NA,105259,103855,8781,7564,903,NA,NA,NA,NA,354,NA,1404,NA,"LBwithGA",1,8.45505753213615,"Demographic Yearbook of the Czech Republic 2013Czech Statistical Office","1",-2.38206523936905,0.0111534913136355,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.8250045776367,98.4621572827704,0.0403143149982918,0.143149982917663,"A",1,0
"183","CZE","Czechia",2014,"Admin",110252,109860,107778,8355,7153,859,NA,NA,NA,NA,343,NA,2082,NA,"LBwithGA",1,7.75204587207037,"Demographic Yearbook of the Czech Republic 2014Czech Statistical Office","1",-2.476523313179,0.0113906472141621,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.8187561035156,100.330599645656,0.0410532615200479,0.143865948533812,"A",1,0
"184","CZE","Czechia",2015,"Admin",111162,110764,108220,8146,6910,899,NA,NA,NA,NA,337,NA,2544,NA,"LBwithGA",1,7.52725928663833,"Demographic Yearbook of the Czech Republic 2015Czech Statistical Office","1",-2.50838290309687,0.0115218159203932,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.8079681396484,100.581163052559,0.0413699975448073,0.151730910876504,"A",1,0
"185","CZE","Czechia",2016,"Admin",113083,112663,110563,8331,7060,881,NA,NA,NA,NA,390,NA,2100,NA,"LBwithGA",1,7.53507050279026,"Demographic Yearbook of the Czech Republic 2016Czech Statistical Office","1",-2.50726124331363,0.0113936509718349,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.806770324707,101.005908141401,0.0468131076701476,0.152562717560917,"A",1,0
"186","CZE","Czechia",2017,"Admin",114789,114405,111917,8172,6895,861,NA,NA,NA,NA,416,NA,2488,NA,"LBwithGA",1,7.30183975624793,"Demographic Yearbook of the Czech Republic 2017Czech Statistical Office","1",-2.54122228822304,0.0114894770920279,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.8167343139648,101.533587156208,0.0509055310817425,0.156265296133138,"A",1,0
"187","CZE","Czechia",2018,"Admin",114419,114036,111477,7726,6583,786,NA,NA,NA,NA,357,NA,2559,NA,"LBwithGA",1,6.93057760793706,"Demographic Yearbook of the Czech Republic 2018 Czech Statistical Office","1",-2.59740253337448,0.0117928598911407,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.8330917358398,101.906115117557,0.046207610665286,0.147942013978773,"A",1,0
"188","CZE","Czechia",2019,"Admin",NA,112231,109512,7527,6486,722,NA,NA,NA,NA,319,NA,2719,NA,"LBwithGA",1,6.87321937321937,"Demographic Yearbook of the Czech Republic 2019 Table D14Czech Statistical Officehttps://www.czso.cz/csu/czso/demographic-yearbook-of-the-czech-republic-2019","1",-2.60632918759414,0.0119440536949857,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.8490982055664,102.271774590388,0.0423807625880165,0.138302112395377,"A",1,0
"189","CZE","Czechia",2020,"Admin",NA,110200,107274,7188,6189,692,NA,NA,NA,NA,307,NA,2926,NA,"LBwithGA",1,6.70059846747581,"Demographic Yearbook of the Czech Republic 2020 Table D14Czech Statistical Officehttps://www.czso.cz/csu/czso/demographic-yearbook-of-the-czech-republic-2020","1",-2.63361684747866,0.0122111491763291,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.8643341064453,102.956014798759,0.0427100723427935,0.1389816360601,"A",1,0
"190","DEU","Germany",2010,"Admin",662357,660189,NA,58107,49133,5700,NA,NA,NA,NA,3274,NA,NA,NA,"LBonly",1,8.80157045936845,"zukunft durch qualitat Bundesauswertung zum Verfahrensjahr 2010AQUA – Institut für angewandte Qualitätsförderung und Forschung im Gesundheitswesen GmbH
Maschmühlenweg 8-10, 37073 Göttingen, 
 

","2",-2.3381075101291,0.00434402277173327,"Northern America, Australia and New Zealand, Central Asia and Europe",3,98.4124984741211,97.7359870433261,0.0563443302872287,0.154439224189857,"A",1,0
"191","DEU","Germany",2011,"Admin",650597,648408,NA,56601,48012,5493,NA,NA,NA,NA,3096,NA,NA,NA,"LBonly",1,8.7292260428619,"zukunft durch qualitat Bundesauswertung zum Verfahrensjahr 2011AQUA – Institut für angewandte Qualitätsförderung und Forschung im Gesundheitswesen GmbH
Maschmühlenweg 8-10, 37073 Göttingen, 
 

","2",-2.34715391531895,0.00439969003942761,"Northern America, Australia and New Zealand, Central Asia and Europe",3,98.4375,96.3204382793258,0.0546986802353315,0.151746435575343,"A",1,0
"192","DEU","Germany",2012,"Admin",663796,661581,NA,57799,48780,5784,NA,NA,NA,NA,3235,NA,NA,NA,"LBonly",1,8.73649636250134,"zukunft durch qualitat Bundesauswertung zum Verfahrensjahr 2012AQUA – Institut für angewandte Qualitätsförderung und Forschung im Gesundheitswesen GmbH
Maschmühlenweg 8-10, 37073 Göttingen, 
 

","2",-2.34624173114201,0.0043540285150327,"Northern America, Australia and New Zealand, Central Asia and Europe",3,98.4875030517578,96.6484690799287,0.0559698264675859,0.156040761950899,"A",1,0
"193","DEU","Germany",2013,"Admin",671354,668988,NA,58122,49033,5779,NA,NA,NA,NA,3310,NA,NA,NA,"LBonly",1,8.6880482161115,"zukunft durch qualitat Bundesauswertung zum Verfahrensjahr 2013AQUA – Institut für angewandte Qualitätsförderung und Forschung im Gesundheitswesen GmbH
Maschmühlenweg 8-10, 37073 Göttingen, 
 

","2",-2.35233337284448,0.00434076137507282,"Northern America, Australia and New Zealand, Central Asia and Europe",3,98.4937515258789,96.7404114650289,0.0569491758714428,0.15637796359382,"A",1,0
"194","DEU","Germany",2014,"Admin",704152,701764,NA,60720,51076,6188,NA,NA,NA,NA,3456,NA,NA,NA,"LBonly",1,8.65248146100399,"zukunft durch qualitat Bundesauswertung zum Verfahrensjahr 2014AQUA – Institut für angewandte Qualitätsförderung und Forschung im Gesundheitswesen GmbH
Maschmühlenweg 8-10, 37073 Göttingen, 
 

","2",-2.3568249642232,0.00424605623267617,"Northern America, Australia and New Zealand, Central Asia and Europe",3,98.5062484741211,97.4461088986275,0.0569169960474308,0.158827404479578,"A",1,0
"195","DEU","Germany",2015,"Admin",728496,725937,NA,62062,52067,6305,NA,NA,NA,NA,3690,NA,NA,NA,"LBonly",1,8.54922672353111,"zukunft durch qualitat Bundesauswertung zum Verfahrensjahr 2015AQUA – Institut für angewandte Qualitätsförderung und Forschung im Gesundheitswesen GmbH
Maschmühlenweg 8-10, 37073 Göttingen, 
 

","2",-2.36995999336439,0.00419752629557767,"Northern America, Australia and New Zealand, Central Asia and Europe",3,98.3562545776367,98.1103336986886,0.0594566723598982,0.161048628790564,"A",1,0
"196","DEU","Germany",2016,"Admin",773338,770606,NA,64839,54645,6491,NA,NA,NA,NA,3703,NA,NA,NA,"LBonly",1,8.41402740181104,"zukunft durch qualitat Bundesauswertung zum Verfahrensjahr 2016AQUA – Institut für angewandte Qualitätsförderung und Forschung im Gesundheitswesen GmbH
Maschmühlenweg 8-10, 37073 Göttingen, 
 

","2",-2.38737788052341,0.00410362214710386,"Northern America, Australia and New Zealand, Central Asia and Europe",3,98.0253601074219,98.2323164723324,0.0571106895541264,0.157220191551381,"A",1,0
"197","DEU","Germany",2017,"Admin",776188,773317,NA,64652,54406,6626,NA,NA,NA,NA,3620,NA,NA,NA,"LBonly",1,8.36034899012953,"zukunft durch qualitat Bundesauswertung zum Verfahrensjahr 2017AQUA – Institut für angewandte Qualitätsförderung und Forschung im Gesundheitswesen GmbH
Maschmühlenweg 8-10, 37073 Göttingen, 
 

","2",-2.39436387784902,0.0041083487654871,"Northern America, Australia and New Zealand, Central Asia and Europe",3,97.6511611938477,98.7073741071474,0.0559920806780919,0.158479242714843,"A",1,0
"198","DEU","Germany",2018,"Admin",768458,765645,NA,64417,53354,6644,NA,NA,NA,NA,4419,NA,NA,NA,"LBonly",1,8.41342920021681,"zukunft durch qualitat Bundesauswertung zum Verfahrensjahr 2018AQUA – Institut für angewandte Qualitätsförderung und Forschung im Gesundheitswesen GmbH
Maschmühlenweg 8-10, 37073 Göttingen, 
 

","2",-2.38745551036548,0.00411702830863349,"Northern America, Australia and New Zealand, Central Asia and Europe",3,97.1147232055664,98.2489211347237,0.0685999037521151,0.171740379092476,"A",1,0
"199","DEU","Germany",2019,"Admin",765636,762688,NA,64437,53117,6733,NA,NA,NA,NA,4587,NA,NA,NA,"LBonly",1,8.44867101619535,"zukunft durch qualitat Bundesauswertung zum Verfahrensjahr 2019AQUA – Institut für angewandte Qualitätsförderung und Forschung im Gesundheitswesen GmbH
Maschmühlenweg 8-10, 37073 Göttingen, 
 

","2",-2.38289063468583,0.00411718154231189,"Northern America, Australia and New Zealand, Central Asia and Europe",3,96.7635040283203,98.8108054885103,0.0711858093952232,0.175675465958999,"A",1,0
"200","DNK","Denmark",2010,"Admin",NA,64154,63546,4101,3429,449,167,35,21,672,223,NA,608,NA,"LBwithGA",1,6.45359267302427,"Fødselsregisteret 2010
Sundhedsstyrelsen
Sundhedsstatistikhttps://www.esundhed.dk/home/registre/det%20medicinske%20foedselsregister/foedte%20og%20foedsler%201997%20og%20frem#tabpanel7357588148A54E3AAFA0D9F90C1340E7","2",-2.67382066890059,0.0161451304677137,"Northern America, Australia and New Zealand, Central Asia and Europe",3,98.2874984741211,102.149544614993,0.0543769812240917,0.163862472567666,"A",1,0
"201","DNK","Denmark",2011,"Admin",NA,59764,58910,3836,3139,460,183,39,15,697,237,NA,854,NA,"LBwithGA",1,6.51162790697674,"Fødselsregisteret 2011
Sundhedsstyrelsen
Sundhedsstatistikhttps://www.esundhed.dk/home/registre/det%20medicinske%20foedselsregister/foedte%20og%20foedsler%201997%20og%20frem#tabpanel7357588148A54E3AAFA0D9F90C1340E7","2",-2.66424757844382,0.0166986707594908,"Northern America, Australia and New Zealand, Central Asia and Europe",3,98.015625,101.456557905816,0.0617831074035454,0.18169968717414,"A",1,0
"202","DNK","Denmark",2012,"Admin",NA,58714,58042,3782,3162,411,157,33,19,620,209,NA,672,NA,"LBwithGA",1,6.51597119327384,"FØDSELSSTATISTIKKEN 2012
Tal og analyserStatens Serum Institut
Sundhedsdokumentationhttps://www.esundhed.dk/home/registre/det%20medicinske%20foedselsregister/foedte%20og%20foedsler%201997%20og%20frem#tabpanel7357588148A54E3AAFA0D9F90C1340E7","2",-2.66353433699452,0.0168178520452188,"Northern America, Australia and New Zealand, Central Asia and Europe",3,97.5062484741211,101.831489125533,0.0552617662612374,0.163934426229508,"A",1,0
"203","DNK","Denmark",2013,"Admin",NA,56646,55933,3510,2951,348,166,27,18,559,211,NA,713,NA,"LBwithGA",1,6.27536516904153,"FØDSELSSTATISTIKKEN
2013Statens Serum Institut
Sundhedsdokumentationhttps://www.esundhed.dk/home/registre/det%20medicinske%20foedselsregister/foedte%20og%20foedsler%201997%20og%20frem#tabpanel7357588148A54E3AAFA0D9F90C1340E7","2",-2.70372938884477,0.0174349041147225,"Northern America, Australia and New Zealand, Central Asia and Europe",3,96.7624969482422,101.905121701117,0.0601139601139601,0.159259259259259,"A",1,0
"204","DNK","Denmark",2014,"Admin",NA,57571,56967,3585,3049,349,145,25,17,536,187,NA,604,NA,"LBwithGA",1,6.29311706777608,"FØDSELSSTATISTIKKEN
2014Statens Serum Institut
Sundhedsdokumentationhttps://www.esundhed.dk/home/registre/det%20medicinske%20foedselsregister/foedte%20og%20foedsler%201997%20og%20frem#tabpanel7357588148A54E3AAFA0D9F90C1340E7","2",-2.7007151364391,0.0172532006919607,"Northern America, Australia and New Zealand, Central Asia and Europe",3,96.0687484741211,101.609629538114,0.0521617852161785,0.149511854951185,"A",1,0
"205","DNK","Denmark",2015,"Admin",NA,58948,58282,3627,3056,376,145,30,20,571,195,NA,666,NA,"LBwithGA",1,6.22319069352459,"FØDSELSSTATISTIKKEN
2015Statens Serum Institut
Sundhedsdokumentationhttps://www.esundhed.dk/home/registre/det%20medicinske%20foedselsregister/foedte%20og%20foedsler%201997%20og%20frem#tabpanel7357588148A54E3AAFA0D9F90C1340E7","2",-2.71263484144503,0.0171466189324807,"Northern America, Australia and New Zealand, Central Asia and Europe",3,95.5,101.866316444322,0.0537634408602151,0.157430383236835,"A",1,0
"206","DNK","Denmark",2016,"Admin",NA,62507,61646,3814,3220,399,151,25,19,594,195,NA,861,NA,"LBwithGA",1,6.18693832527658,"FØDSELSSTATISTIKKEN
2016Statens Serum Institut
Sundhedsdokumentationhttps://www.esundhed.dk/home/registre/det%20medicinske%20foedselsregister/foedte%20og%20foedsler%201997%20og%20frem#tabpanel7357588148A54E3AAFA0D9F90C1340E7","2",-2.71886374851977,0.0167177567102059,"Northern America, Australia and New Zealand, Central Asia and Europe",3,95.1265335083008,103.151971219697,0.0511274252753015,0.155742003146303,"A",1,0
"207","DNK","Denmark",2017,"Admin",NA,62029,61365,3789,3191,392,155,32,19,598,206,NA,664,NA,"LBwithGA",1,6.174529454901,"FØDSELSSTATISTIKKEN
2017Statens Serum Institut
Sundhedsdokumentationhttps://www.esundhed.dk/home/registre/det%20medicinske%20foedselsregister/foedte%20og%20foedsler%201997%20og%20frem#tabpanel7357588148A54E3AAFA0D9F90C1340E7","2",-2.72100368216904,0.0167717091271738,"Northern America, Australia and New Zealand, Central Asia and Europe",3,95.0620498657227,102.85027358647,0.0543679070994985,0.15782528371602,"A",1,0
"208","DNK","Denmark",2018,"Admin",NA,61987,61501,3716,3124,404,139,34,15,592,188,NA,486,NA,"LBwithGA",1,6.04217817596462,"FØDSELSSTATISTIKKEN
2018Statens Serum Institut
Sundhedsdokumentationhttps://www.esundhed.dk/home/registre/det%20medicinske%20foedselsregister/foedte%20og%20foedsler%201997%20og%20frem#tabpanel7357588148A54E3AAFA0D9F90C1340E7","2",-2.74408140547581,0.0169237139929972,"Northern America, Australia and New Zealand, Central Asia and Europe",3,95.1574478149414,102.495122193194,0.0505920344456405,0.159311087190527,"A",1,0
"209","DNK","Denmark",2019,"Admin",NA,61493,61480,3616,3040,380,163,19,14,576,196,NA,13,NA,"LBwithGA",1,5.88158750813273,"FØDSELSSTATISTIKKEN
2019Statens Serum Institut
Sundhedsdokumentationhttps://www.esundhed.dk/home/registre/det%20medicinske%20foedselsregister/foedte%20og%20foedsler%201997%20og%20frem#tabpanel7357588148A54E3AAFA0D9F90C1340E7","2",-2.77272698701705,0.0171414869529509,"Northern America, Australia and New Zealand, Central Asia and Europe",3,95.2897109985352,101.716979571582,0.0542035398230089,0.15929203539823,"A",1,0
"210","DNK","Denmark",2020,"Admin",NA,61222,61213,3634,3080,369,138,19,28,554,185,NA,9,NA,"LBwithGA",1,5.93664744417036,NA,"2",-2.76282394791787,0.0171039851863371,"Northern America, Australia and New Zealand, Central Asia and Europe",3,95.4402465820312,99.716593914913,0.0509080902586681,0.152449091909741,"A",1,0
"211","ECU","Ecuador",2011,"Study",NA,10079,NA,656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",NA,-2.66474801330413,0.0403796183626015,"Latin America and the Caribbean",5,90.0500030517578,3.04687452765736,NA,NA,"E",1,2
"212","ESP","Spain",2010,"Admin",488076,486575,398925,31762,27326,3308,NA,NA,NA,NA,1128,NA,87650,NA,"LBwithGA",1,7.96189759979946,"Nacimientos por tiempo de gestacióInstituto Nacional de Estadística https://www.ine.es/jaxiT3/Tabla.htm?tpx=50430","1",-2.44753528445376,0.00584873913318284,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.6936645507812,100.011099212573,0.0355141363893961,0.139663749134185,"A",1,0
"213","ESP","Spain",2011,"Admin",473526,471999,389620,29972,25885,2982,NA,NA,NA,NA,1105,NA,82379,NA,"LBwithGA",1,7.69262358195165,"Nacimientos por tiempo de gestacióInstituto Nacional de Estadística https://www.ine.es/jaxiT3/Tabla.htm?tpx=50430","1",-2.48486216283379,0.00601206869505501,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.6902084350586,99.9512948167097,0.0368677432270119,0.136360603229681,"A",1,0
"214","ESP","Spain",2012,"Admin",456131,454648,377200,29122,25493,2671,NA,NA,NA,NA,958,NA,77448,NA,"LBwithGA",1,7.72057264050901,"Nacimientos por tiempo de gestacióInstituto Nacional de Estadística https://www.ine.es/jaxiT3/Tabla.htm?tpx=50430","1",-2.48093269030164,0.00610010001795667,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.6779632568359,99.806379382258,0.0328960923013529,0.124613694114415,"A",1,0
"215","ESP","Spain",2013,"Admin",427113,425715,354780,27015,23427,2649,NA,NA,NA,NA,939,NA,70935,NA,"LBwithGA",1,7.614578048368,"Nacimientos por tiempo de gestacióInstituto Nacional de Estadística https://www.ine.es/jaxiT3/Tabla.htm?tpx=50430","1",-2.49590462089091,0.00632988457428665,"Northern America, Australia and New Zealand, Central Asia and Europe",3,99.6686248779297,99.4533412762379,0.0347584675180455,0.132815102720711,"A",1,0
